id,name,front,back,shape,color,색상뒤
200902506,에델피스연질캡슐(디펜히드라민염산염),SJED,-,8,4,-
200902577,제이에스콜드정,CORE,-,9,14,-
200902743,오메콜캡슐,SCPOM,-,9,10,하양
200902749,리드비타큐정,GHT,-,8,7,-
200902791,비타엔큐연질캡슐,D-WVQ,-,9,11,-
200902801,카페그린정,SCP,DL,8,10,-
200902805,트리답티브정,552,-,9,15,-
200902876,코프노캡슐,BTOCN,-,9,13,노랑
200902884,이젠이캡슐,이젠이이젠이,-,9,10,파랑
200701086,스프라이셀정50밀리그램(다사티닙),BMS,528,8,15,-
200403661,에너지톤연질캡슐,RPENT,-,9,11,-
200704968,토핀정25밀리그램(토피라메이트),|N,25,10,15,-
200202184,디스톤골드연질캡슐,FT-CRE,-,9,11,-
200202185,콘로친300연질캡슐,FT-C300,-,9,11,-
200709387,케티맥스정100밀리그램(푸마르산쿠에티아핀),SZ,231,10,13,-
200302360,헤모윈연질캡슐,RPHPI,-,9,11,-
200102789,잔타놀정,CAZT,-,9,15,-
200402892,푸로콜에스캡슐,ALPHA,-,9,11,갈색
200101589,에코리자정,SJZ,|,9,15,-
200101951,한신타미놀캅셀(아세트아미노펜),TAMINOL,-,9,15,하양
200201781,아스노캅셀,ASNKDC,-,9,13,노랑
200705825,아토스타정10밀리그램(아토르바스타틴칼슘삼수화물),D-W,AT1,8,15,-
200500735,비텐지연질캡슐,D-WB10,-,9,11,-
200600140,라시핀정(라시디핀),W|K,R|D,8,15,-
200607723,포스펜정,J|W,-,9,15,-
200612598,보령세파클러캡슐(세파클러수화물),BRCCL,-,9,10,하양
200806047,리피다운캡슐60밀리그램(오르리스타트),HanmiLipidown60,-,9,10,파랑
200808168,아지탑스정250밀리그램(아지트로마이신수화물),IDPa,-,8,15,-
200808280,수마트란정50밀리그램(수마트립탄숙신산염),SMT50,,9,14,-
200808340,바로디핀정5밀리그램(암로디핀베실산염),VD|5,,6,15,-
200808561,아네페질속붕정(도네페질염산염일수화물),DWP,D10,10,15,-
200808653,사르반정80밀리그램(발사르탄),S|V,,10,14,-
200808753,레보텍캡슐(레보드로프로피진),IHPLV,-,9,11,노랑
200903697,로비텐연질캡슐,로비텐,-,8,11,-
200903698,맥스콜연질캡슐,맥스콜,-,9,7,-
200903727,속콜파워연질캡슐(수출용),SOKOLPW,-,9,12,-
200903737,쿨드림연질캡슐(디펜히드라민염산염),쿨드림,-,8,4,-
200903776,긴코센정120밀리그램(은행엽건조엑스),TG120,-,10,8,-
200903782,칼루타미정150밀리그램(비칼루타미드),CKD,150,10,15,-
200903829,씨탈정(에스시탈로프람옥살산염),C|E,-,8,15,-
200903830,미가드정2.5밀리그램(프로바트립탄숙신산염일수화물),m,2.5,10,15,-
200903837,마이녹실에스캡슐,현대약품마이녹실S,-,9,7,노랑
200903842,비알칸다플러스정,H|C,|,9,14,-
200903850,변락소정,T33,-,10,13,-
200903851,콜리브정,KPP,CLV,9,15,-
200903876,지르세틴정10밀리그램(세티리진염산염),T|Z,-,8,13,-
200903912,디펜에이정,RAPHA-M,RA|DA,9,12,-
200903964,로큅정0.25밀리그램(로피니롤염산염),D.W,0,3,15,-
200903969,칼인비연질캡슐,HMP8,-,9,8,-
200903974,칸데모어정16밀리그램(칸데사르탄실렉세틸),C|16,CKD,10,14,-
200903986,코큐모아연질캡슐,RPCQM,-,9,11,-
200903987,칼본큐포르테플러스연질캡슐,RPCQP,-,9,11,-
200903993,로큅정1밀리그램(로피니롤염산염),D.W,1,3,9,-
200904003,덴타칸캡슐,NKDTC,-,9,10,파랑
200904019,바로자미연질캡슐(디펜히드라민염산염),YJ-S,-,8,4,-
200904073,알벤프리졸정(알벤다졸),GHA,-,9,12,-
200904082,로노펜300연질캡슐(덱시부프로펜),RNP,-,8,8,-
200904122,이모돌정(옥수수불검화정량추출물),HNE,-,9,12,-
200904162,칸데플러스정,HSC,-,9,12,-
200905961,프릴리지정60밀리그램(다폭세틴염산염),,-,10,6,-
200906066,프로코라란정5밀리그램(이바브라딘염산염),5,,8,12,-
200906065,프로코라란정7.5밀리그램(이바브라딘염산염),7.5,,5,12,-
200906578,뉴피오정(피오글리타존염산염),HN,15,10,15,-
200905935,칸다이플러스정,K|WJ,|,8,12,-
200906062,페이론캡슐(아미노벤조산칼륨),PEYRON,-,9,15,하양
200905938,레복사신정250밀리그램(레보플록사신수화물),HM,250,9,14,-
200906061,피륵산정200밀리그램(부플로메딜인산피리독살),P|P,-,9,13,-
200905692,클라리틴정(로라타딘),|10,-,8,15,-
200905939,세자르플러스프로정(로사르탄칼륨|히드로클로로티아지드),3CZ,|,8,15,-
200905876,칸데사플러스정,K|PP,|,9,12,-
200905929,애드릴정5밀리그램(이미다프릴염산염),5,-,10,15,-
200905644,베리콜콜드캡슐,SCDBC,-,9,7,빨강
200906079,에피스캡슐,CHO-AAPP,-,9,7,빨강
200906023,키드업정,,-,8,14,-
200905591,판토마그정,KN2,-,9,15,-
200906073,트랜미정,T7,-,10,15,-
200905776,써큐징코연질캡슐(수출용),SQ,-,8,11,-
200905600,로페란캡슐,HTLPR,-,9,13,하양
200905651,이모나에프캡슐(수출용),NF,-,9,10,파랑
200905675,큐크린정,SL,CL,10,13,-
200905551,콘탑정,CTT,-,9,11,-
200905597,덱시쿨펜연질캡슐(덱시부프로펜),KNDS,-,8,14,-
200905601,메디큐텐정,PP,Q10,9,11,-
200905926,러지펜정,DID,250,10,13,-
200905479,비타모니에이스연질캡슐,비타모니ACE,-,9,11,-
200905514,비타올큐연질캡슐,VTA-Q,-,9,11,-
200905586,쎌크비타연질캡슐(수출용),BTO,-,9,2,-
200905472,덱시카이플러스연질캡슐(덱시부프로펜),덱시카이+,-,8,8,-
200905927,메타러정,WK79,-,9,15,-
200905562,토코네슘연질캡슐,토코네슘,-,9,11,-
200905653,알지엔스피드연질캡슐10밀리그램(세티리진염산염),RZN,-,8,5,-
200906592,아스몬츄정5밀리그램(몬테루카스트나트륨),PHD471,MOK5,10,14,-
200906608,산도스프라미펙솔정0.25밀리그램(프라미펙솔염산염),S|Z,17|4,8,15,-
200906613,에스케이코스카플러스프로정,SK,745,8,15,-
200906602,원살탄플러스프로정,DWP,LSO,8,15,-
200906611,산도스프라미펙솔정1밀리그램(프라미펙솔염산염),S|Z,17|6,10,15,-
200906599,라파뮨정2밀리그램(시롤리무스),RAPAMUNE2mg,-,5,13,-
200906610,산도스프라미펙솔정0.5밀리그램(프라미펙솔염산염),S|Z,17|5,8,15,-
200906585,레보세린정(레보세티리진염산염),L,Y,8,15,-
200906588,아스몬츄정4밀리그램(몬테루카스트나트륨),PHD471,MOK4,8,14,-
200906557,리비알정(티볼론),ORGANON★,MK2,10,15,-
200906593,제니낙스정200밀리그램(가레녹사신메실산염수화물),263,200mg,6,12,-
200906609,산도스프라미펙솔정0.125밀리그램(프라미펙솔염산염),SZ,173,10,15,-
200906584,일양로자탄플러스프로정,LPP,IY,8,15,-
200906540,로나센정2밀리그램(블로난세린)/로나센정4밀리그램(블로난세린),,L2,10,15,-
200906528,로핀플러스프로정,LPP,|,8,15,-
200906531,로펜정(방풍통성산건조엑스(4.6→1)),KN1,|,0,12,-
200906473,훼리너프에프캡슐,훼리너프F,-,9,11,갈색
200906384,케라민캡슐,KRMTHP,-,9,13,노랑
200906497,씨렉신캡슐(은교산건조엑스8.16→1),씨렉신씨렉신,-,9,12,노랑
200906462,솔라제정(프로나제B),CΛ,-,10,15,-
200906274,에피니틴캡슐,KAPTS,-,9,7,빨강
200906105,모아리버골드연질캡슐,HMC15,-,9,11,-
200906301,덴탑플러스캡슐,덴탑플러스덴탑플러스,-,9,7,빨강
200906254,알러샷연질캡슐(세티리진염산염),A-S,-,8,5,-
200906719,쎄로켈서방정150밀리그램(쿠에티아핀푸마르산염),XR150,-,9,15,-
200906794,씨렉신정(은교산연조엑스4.08→1),CTB,-,9,9,-
200906642,더마화이트정,T,C,10,15,-
200907189,클라빅신정(클로피도그렐황산수소염),UT,CL,10,14,-
200907170,제이더블유신약로잘탄플러스프로정,PRO,CWP,8,15,-
200906974,산도스에스시탈로프람정10밀리그램(에스시탈로프람옥살산염),S|Z,119,8,15,-
200904481,베어비타정,A-V,D.W,8,13,-
200907385,에키나포스프로텍트정,ECP,-,10,13,-
200907381,쎌크존연질캡슐,RP-SZ,-,9,8,-
200904492,바이라민골드플러스정,V+,-,8,13,-
200907669,리노반10캡슐(시부트라민말레산염),RNV10,-,9,10,노랑
200907725,비스칸엔캡슐(바실루스리케니포르미스균),NXK,-,9,15,하양
200907722,화이트프로젝트정,,W1,10,15,-
200904403,젠스큐민연질캡슐,RPZSQ,-,9,11,-
200907771,도파로핀정1밀리그램(로피니롤염산염),ID1,,3,10,-
200904163,칸단테플러스정16/12.5mg,|CS,|,8,12,-
200904164,메토신필름코팅정,AC,MT,9,15,-
200904168,헵타바캡슐,HEPTAVA,-,9,7,빨강
200904234,아나탄플러스정,AJU,AFT,9,14,-
200904235,칸세틸플러스정,SP|CS,|,9,14,-
200904236,칸자탄플러스정,SEL,C|H,8,14,-
200904630,원스에어정10밀리그램(몬테루카스트나트륨),PHD471,MOK10,7,12,-
200904514,발사벨정40밀리그램(발사르탄),V|4,CKD,8,13,-
200904344,고려칸데사르탄플러스정(칸데사르탄실렉세틸|히드로클로로티아지드),KDC,C|H,9,12,-
200904536,아피니토정5밀리그램(에베로리무스),NVR,5,9,15,-
200904343,카바딜플러스정16/12.5mg,,C|H,8,12,-
200904307,버퍼린플러스정,BU,-,10,15,-
200904308,맥스타제-에스정,YPMS,-,9,15,-
200904391,핑크프로캡슐,PKCPKC,-,9,7,노랑
200904390,콜디콜캡슐,BTOCDF,-,9,13,노랑
200904372,리세바플러스연질캡슐,,-,8,11,-
200904406,아이텐연질캡슐,아이텐,-,8,3,-
200904404,헤모웰연질캡슐,RPHMW,-,8,11,-
200904417,지메톨연질캡슐(옥수수불검화정량추출물),ZMT,-,8,12,-
200904441,프로펜디연질캡슐(덱시부프로펜),프로펜디,-,9,13,-
200904460,실리세프연질캡슐350밀리그램(밀크시슬열매건조엑스),실리세프,-,9,11,-
200904477,베어타민정,V-7,-,9,14,-
200904507,다이락스-큐정,CΛ,-,10,9,-
200904517,하이점프츄어블정,,,5,14,-
200904516,쥬르택정(세티리진염산염),CΛJ,|,9,15,-
200904538,다비움정,C|S,|,9,14,-
200904547,헵타마인플러스연질캡슐,헵타마인P,-,8,11,-
200904560,폴리아린캡슐,알리코폴리아린,-,9,13,노랑|옅은
200904583,마이덴트파워캡슐,대웅DT,-,9,10,파랑|진한
200904590,토마스연질캡슐,TOMAS,-,9,11,-
200904622,셀레토코플러스연질캡슐,셀레토코P,-,9,11,-
200904652,덱스모아연질캡슐(덱시부프로펜),WalC47,-,8,8,-
200904644,콘트라스300연질캡슐,콘트라스,-,8,11,-
200904655,리버큐연질캡슐(밀크시슬열매건조엑스),리버큐,-,9,8,-
200904666,아르텍연질캡슐10mg(세티리진염산염),아르텍,-,8,5,-
200904349,타미린서방정8밀리그램(갈란타민브롬화수소산염),HDP,G8,10,15,-
200904340,타미린서방정16밀리그램(갈란타민브롬화수소산염),HDP,G16,10,14,-
200904275,타진서방정10/5mg,OXN,10,9,15,-
200904276,타진서방정20/10mg,OXN,20,9,14,-
200904420,박사르정4밀리그램(라시디핀),G|S,3|MS,8,15,-
200904419,박사르정2밀리그램(라시디핀),2,-,10,15,-
200904346,로킨스정1밀리그램(로피니롤염산염),,1,3,9,-
200904629,도파프로정0.25밀리그램(로피니롤염산염),025,JI,3,15,-
200904345,로킨스정0.25밀리그램(로피니롤염산염),,0,3,15,-
200904585,도파프로정1.0밀리그램(로피니롤염산염),I,JI,3,9,-
200904640,뉴큅정1밀리그램(로피니롤염산염),YH,1,3,9,-
200904641,뉴큅정0.25밀리그램(로피니롤염산염),YH,025,3,15,-
200904422,아스몬정10밀리그램(몬테루카스트나트륨),PHD471,MOK10,7,12,-
200904535,아피니토정10밀리그램(에베로리무스),NVR,UHE,9,15,-
200904445,페브릭정80밀리그램(페북소스타트),80,|,9,13,-
200904359,칸탄플러스정,HG|CT,|,9,12,-
200905216,파키놀정0.25밀리그램(로피니롤염산염),PA,,3,15,-
200904890,카데탄플라스정,K|S,C|C,9,14,-
200905339,렉사프로정20밀리그람(에스시탈로프람옥살산염),E|N,-,8,15,-
200905270,이리보정5마이크로그램(라모세트론염산염),-5,-,10,13,-
200904978,브렌콜연질캡슐,브렌콜,-,9,12,-
200905056,쿡콜연질캡슐,쿡콜,-,9,10,-
200905107,모드콜플러스캡슐,CKDMODCOL+,-,9,12,주황
200905166,슈티린정,CTH,-,9,13,-
200905128,큐엔타민골드연질캡슐,QTG,-,9,7,-
200905377,데일리원정,PP,WD,9,11,-
200905349,진페리시정,HMJ,-,10,14,-
200905283,쎄이네슘연질캡슐,HMC8,-,9,11,-
200905124,니퀴틴민트트로키4밀리그램(니코틴폴라크리렉스),NL4S,-,10,15,-
200905144,복합유디리버연질캡슐,복합유디리버,-,8,11,초록
200905195,헤모탑플러스연질캡슐,HTC,-,9,11,-
200905003,리드큐텐연질캡슐,HMC9,-,9,11,-
200904934,코펜콜연질캡슐,코펜콜,-,9,8,-
200904950,간보왕연질캡슐,간보왕,-,9,11,-
200904678,은엑손플러스연질캡슐(은행엽엑스),E120,-,8,8,-
200904681,메토씨정(메토카르바몰),CA,MT,9,12,-
200904916,트러코연질캡슐,BORAM,-,9,8,-
200905016,이탄탄큐캡슐(수출용),MTS이탄탄큐,-,9,8,초록
200905055,디퓨텐연질캡슐(덱시부프로펜),디퓨텐,-,8,13,-
200904935,제이콜연질캡슐,제이콜,-,8,8,-
200905074,케라스트캡슐,MNTKRT,-,9,8,노랑
200905320,알피엠이튼프러스캡슐,이튼프러스,-,9,10,파랑
200905123,니퀴틴민트트로키2밀리그램(니코틴폴라크리렉스),NL2S,-,10,15,-
200905264,린피스정(아스피린),YAS,-,10,14,-
200905313,셀크빈연질캡슐,FTL,-,9,11,-
200905360,코디콜캡슐,PPCC,-,9,9,연두
200905023,로페도캡슐,MTS로페도,-,9,13,노랑
200905109,매일비타정,PP,MV,9,11,-
200905221,아세리돈정(수출용),iksu,-,9,15,-
200905288,안티진에이스연질캡슐,RP-A,-,8,8,-
200905423,마그롤연질캡슐,마그롤,-,9,11,-
200905017,이탄탄플러스캡슐,MTSETTP,-,9,8,초록
200905407,말펜-에스정,SRP,|,9,15,-
200904880,멜린씨정,ETX,-,9,11,-
200905151,액티리버모닝연질캡슐(밀크시슬열매건조엑스),ATL-M,-,9,8,-
200905198,넥스핀정(아스피린),NKY,-,10,14,-
200905217,영빅스캡슐,YJPYVX,-,9,7,빨강
200905220,자로펜정,AC,MO,9,10,-
200905401,넥쿨연질캡슐,BORAM,-,8,4,-
200904697,리버텍트골드연질캡슐,HKLG,-,9,11,-
200905188,메가조인정,CTI,-,9,13,-
200905215,비오코딜정,SI,-,10,9,-
200904979,비버스정,T30,|,9,12,-
200905068,시노카에프연질캡슐,시노카F,-,8,8,-
200904774,세티린정(세티리진염산염),K|N,11,8,13,-
200905962,프릴리지정30밀리그램(다폭세틴염산염),,-,10,6,-
201001640,영토넬정150mg(리세드론산나트륨2.5수화물),YRS,-,8,10,-
201001637,리스넬정150밀리그램(리세드론산나트륨일수화물),R150,YH,9,10,-
201001656,발라실정500밀리그램(발라시클로비르염산염수화물),VAL,YJP,9,15,-
201001684,라모스탈정50밀리그램(라모트리진),M|I,50,7,13,-
201001699,큐로켈정25밀리그램(쿠에티아핀푸마르산염),Q25,MI,10,14,-
201001682,레보텐션정5밀리그램(에스암로디핀베실산염2.5수화물),A|G,LT5,0,12,-
201001683,텔미스정40mg(텔미사르탄),,T|11,10,15,-
201001685,텔미스정80mg(텔미사르탄),,T|12,10,15,-
201001737,티자리드정1밀리그람(티자니딘염산염),Y|Z,-,10,15,-
201001733,몬테레어츄정4밀리그램(몬테루카스트나트륨),MM,MTC4,8,14,-
201001723,큐로스트츄정4밀리그램(몬테루카스트나트륨),AG,MT4,8,14,-
201001728,멀택정(드로네다론염산염),4142,,9,15,-
201001707,유니발탄정80밀리그램(발사르탄),DIL,W|I,10,14,-
201001745,로디엔정5밀리그램(에스암로디핀니코틴산염),H|L,SX,3,15,-
201001744,딜라트렌에스알캡슐64밀리그램(카르베딜롤),Dila64mgSR,-,9,15,하양
201001732,본넬정150밀리그램(리세드론산나트륨수화물),MM,150,9,10,-
201001730,리도넬정150밀리그램(리세드론산나트륨일수화물),HM,150,8,10,-
201001731,알토리톤정150밀리그램(리세드론산나트륨2.5수화물),,RIS,8,10,-
201001725,리세드린정150밀리그램(리세드론산나트륨2.5수화물),SEL,RIS,9,10,-
201002064,바로페질오디정5밀리그램(도네페질염산염일수화물),-,-,10,15,-
201001805,레그파라정25밀리그램(시나칼세트염산염),KR02,KR02,10,9,-
201001891,메자반트엑스엘장용정1200밀리그램(메살라진),S476,-,8,11,-
201001950,신노바핀정10밀리그램(암로디핀베실산염),SINIL,SV|10,6,15,-
201001784,비트리모정,FOL,|,10,14,-
201001804,프리비정,HMPB,-,9,13,-
201002060,레볼레이드정25밀리그램(엘트롬보팍올라민),GSNX325,-,10,15,-
201002061,레볼레이드정50밀리그램(엘트롬보팍올라민),GSUFU50,-,10,12,-
201002100,코큐비타엠정,M|10,-,9,11,-
201002105,아토믹스지플러스연질캡슐,D-WAMG,-,9,11,-
201002150,글루코파지엑스알1000밀리그램서방정(메트포르민염산염),MERCK,1000,8,15,-
201002151,다이아벡스엑스알서방정1000밀리그램(메트포르민염산염),SR1000,-,8,15,-
201002135,콘드로맥스연질캡슐,JICHM,-,9,12,-
201002190,폴원연질캡슐(폴산),폴원,-,8,7,-
201002215,멀티비타에스정,KPP,MTV,9,11,-
201002238,도네질오디정5밀리그램(도네페질염산염수화물),HMD5,-,10,15,-
201002277,리치본먼쓰정150밀리그램(리세드론산나트륨일수화물),RisM,-,9,10,-
201002280,명문암로디핀정5mg(암로디핀베실산염),MM,A|5,6,15,-
201002378,조이원정(위령선·괄루근·하고초30%에탄올엑스(40:1)),CL,,8,11,-
201002423,조인클정200mg(위령선|괄루근|하고초30%에탄올엑스(40:1)),MKJ,|,8,13,-
201002394,베아프렉사정5밀리그램(올란자핀),D.W5,-,10,15,-
201002395,뉴로자핀정10밀리그램(올란자핀),,N10,10,15,-
201002396,뉴로자핀정2.5밀리그램(올란자핀),N,25,10,15,-
201002446,조이나스정(위령선·괄루근·하고초30%에탄올엑스(40:1)),KM,-,8,12,-
201002449,제뉴원텔미사르탄정80밀리그램(텔미사르탄),KK,80,8,15,-
201002450,제뉴원텔미사르탄정40밀리그램(텔미사르탄),KK,40,8,15,-
201002402,중외도네페질속붕정10밀리그램,JX,-,10,13,-
201002503,올리엣캡슐120밀리그램(오르리스타트),OLIET120,-,9,10,파랑
201002643,비코맥스정,D-W,BOM,9,11,-
201002644,알파멕스정,D-W,AFM,9,11,-
201002745,클란자CR정(아세클로페낙),UT,CLCR,9,15,-
201002803,조인트파워400정,KPP,P400,9,11,-
201003010,레보라진정(레보드로프로피진),LV,,10,15,-
201003049,큐로켈정200밀리그램(쿠에티아핀푸마르산염),Q|200,,10,15,-
201003043,토코엔지연질캡슐,토코엔지,-,9,11,-
201003060,넥사졸캡슐40밀리그램(에스오메프라졸),LGESM40,-,9,13,노랑
201003094,유유텔미사르탄정80밀리그램,TM80,-,8,15,-
201003095,유유텔미사르탄정40밀리그램,TM40,-,8,15,-
201003096,미카탄정80밀리그램(텔미사르탄),-,KW80,8,15,-
201003097,미카탄정40밀리그램(텔미사르탄),|,KW40,8,15,-
201003062,에소메드캡슐40밀리그램(에스오메프라졸),SKE40,-,9,2,자주
201003055,파로킨정1mg(로피니롤염산염),PAR1,HDP,10,9,-
201003061,에스졸캡슐40밀리그램(에스오메프라졸),40ESZ,-,9,10,하양
201003163,오스테론정150밀리그램(리세드론산나트륨2.5수화물),HIP,RIS,8,10,-
201003164,자니칼정(리세드론산나트륨2.5수화물),ZNC,-,8,10,-
201003150,리세트론정150밀리그램(리세드론산나트륨2.5수화물),D-W,RIS,8,10,-
201003151,악토제닉정150밀리그램(리세드론산나트륨2.5수화물),JI,RIS,8,10,-
201003153,텔사탄정40밀리그램(텔미사르탄),D-W,TS4,8,15,-
201003154,일양텔미사탄정40밀리그램(텔미사르탄),IY40,-,8,15,-
201003155,일양텔미사탄정80밀리그램(텔미사르탄),IY80,-,8,15,-
201003156,사브정2.5밀리그램(에스암로디핀베실산염2.5수화물),사브,|,2,13,-
201003185,아데포라정10mg(아데포비어디피복실),,A10,10,15,-
201003188,아포리바정(아데포비어디피복실),SJ,AD,10,15,-
201003189,아뎁세라정10밀리그램(아데포비어디피복실),10,,10,15,-
201003190,아데팜정10밀리그램(아데포비어디피복실),IDa,-,10,15,-
201003191,부광아데포비어정10밀리그램(아데포비어디피복실),AD,-,10,15,-
201003197,헵세스정(아데포비어디피복실)(수출용),MM,HV,10,15,-
201003199,아뎁틴정10밀리그램(아데포비어디피복실),JI,ΛF,10,15,-
200907763,발라렉스정(발라시클로비르염산염1.5수화물),BCVC,-,9,15,-
200907770,도파로핀정0.25밀리그램(로피니롤염산염),ID,,3,15,-
200907783,코디핀정6밀리그램(베니디핀염산염),CN,6,10,13,-
200907782,칸세틸정16밀리그램(칸데사르탄실렉세틸),,C|16,10,14,-
200907811,올라핀정5밀리그램(올란자핀),OL5HDP,-,10,15,-
200904305,부폴민정,AC,BF,9,15,-
200907817,조인트탑400정,KPP,T400,9,11,-
200907796,칸데산정16mg(칸데사르탄실렉세틸),MM,C|16,10,14,-
200907799,리넥신정,SK,G|C,8,9,-
